label,score
POSITIVE,0.9998879432678223
NEGATIVE,0.99712735414505
POSITIVE,0.9313029646873474
NEGATIVE,0.9936766028404236
POSITIVE,0.9934796094894409
POSITIVE,0.9996127486228943
POSITIVE,0.9996480941772461
NEGATIVE,0.9985101819038391
POSITIVE,0.8130698800086975
NEGATIVE,0.9997990727424622
POSITIVE,0.998561680316925
NEGATIVE,0.9992977380752563
POSITIVE,0.9997881054878235
NEGATIVE,0.7273982763290405
POSITIVE,0.9998019337654114
POSITIVE,0.9998342990875244
NEGATIVE,0.8733481764793396
NEGATIVE,0.9987421631813049
NEGATIVE,0.9995378255844116
POSITIVE,0.9960700273513794
NEGATIVE,0.9997746348381042
POSITIVE,0.9989830851554871
NEGATIVE,0.9974988102912903
NEGATIVE,0.9992074370384216
NEGATIVE,0.9991310238838196
POSITIVE,0.9971650242805481
POSITIVE,0.9998224377632141
POSITIVE,0.9994599223136902
POSITIVE,0.6171077489852905
NEGATIVE,0.9997146725654602
NEGATIVE,0.9993171691894531
POSITIVE,0.9957624077796936
POSITIVE,0.9950673580169678
POSITIVE,0.9995786547660828
NEGATIVE,0.9997870326042175
POSITIVE,0.9958668947219849
NEGATIVE,0.9997209906578064
NEGATIVE,0.9896596074104309
NEGATIVE,0.9913649559020996
NEGATIVE,0.9990474581718445
NEGATIVE,0.9995576739311218
POSITIVE,0.9900025129318237
NEGATIVE,0.9975842237472534
NEGATIVE,0.9990109205245972
POSITIVE,0.9995524287223816
NEGATIVE,0.9990779161453247
POSITIVE,0.9998819828033447
NEGATIVE,0.9940443634986877
NEGATIVE,0.9204310774803162
NEGATIVE,0.9982441663742065
NEGATIVE,0.9995540976524353
POSITIVE,0.9993972778320312
POSITIVE,0.623766303062439
NEGATIVE,0.9930304884910583
NEGATIVE,0.9962563514709473
POSITIVE,0.995564341545105
NEGATIVE,0.9941564798355103
POSITIVE,0.9965677261352539
POSITIVE,0.9968143105506897
POSITIVE,0.9993711113929749
NEGATIVE,0.9528775811195374
NEGATIVE,0.9895209074020386
NEGATIVE,0.9996436834335327
POSITIVE,0.9971298575401306
POSITIVE,0.8916366100311279
NEGATIVE,0.999554455280304
NEGATIVE,0.994512677192688
NEGATIVE,0.9997228980064392
NEGATIVE,0.995650589466095
POSITIVE,0.9997729659080505
NEGATIVE,0.9995940327644348
POSITIVE,0.9997885823249817
NEGATIVE,0.999078631401062
NEGATIVE,0.9878902435302734
NEGATIVE,0.9979227185249329
POSITIVE,0.9974666833877563
POSITIVE,0.9997267127037048
POSITIVE,0.6077114939689636
POSITIVE,0.9924278855323792
NEGATIVE,0.9978677034378052
POSITIVE,0.9981617331504822
NEGATIVE,0.9820533990859985
NEGATIVE,0.9997451901435852
POSITIVE,0.9861067533493042
POSITIVE,0.9997794032096863
NEGATIVE,0.999808132648468
POSITIVE,0.99764084815979
NEGATIVE,0.9996846914291382
POSITIVE,0.9978961944580078
NEGATIVE,0.9997346997261047
POSITIVE,0.999503493309021
POSITIVE,0.9978172779083252
POSITIVE,0.999763548374176
POSITIVE,0.9993182420730591
NEGATIVE,0.9904020428657532
NEGATIVE,0.9556376338005066
POSITIVE,0.9967483282089233
NEGATIVE,0.8573817014694214
POSITIVE,0.9947370886802673
POSITIVE,0.9998276233673096
POSITIVE,0.8441738486289978
POSITIVE,0.9993576407432556
NEGATIVE,0.9997597336769104
NEGATIVE,0.9989462494850159
POSITIVE,0.9834264516830444
POSITIVE,0.9969610571861267
NEGATIVE,0.9994070529937744
POSITIVE,0.9998364448547363
POSITIVE,0.9993689656257629
NEGATIVE,0.9995130300521851
POSITIVE,0.9959819316864014
POSITIVE,0.9230377674102783
NEGATIVE,0.9936715364456177
POSITIVE,0.9991658926010132
POSITIVE,0.999840497970581
NEGATIVE,0.9952995777130127
POSITIVE,0.9089488387107849
NEGATIVE,0.9987969398498535
NEGATIVE,0.9996880292892456
NEGATIVE,0.889555811882019
POSITIVE,0.9970085024833679
NEGATIVE,0.9983091354370117
POSITIVE,0.9988788962364197
NEGATIVE,0.9989388585090637
POSITIVE,0.7296459078788757
POSITIVE,0.9975696206092834
NEGATIVE,0.9996449947357178
POSITIVE,0.9773423075675964
NEGATIVE,0.9995235204696655
NEGATIVE,0.9995075464248657
NEGATIVE,0.9992316961288452
NEGATIVE,0.8831962943077087
NEGATIVE,0.9995771050453186
POSITIVE,0.9997826218605042
POSITIVE,0.9985814094543457
POSITIVE,0.9998136162757874
NEGATIVE,0.992521345615387
NEGATIVE,0.9723932147026062
POSITIVE,0.9509432315826416
POSITIVE,0.9998562335968018
POSITIVE,0.9976873397827148
NEGATIVE,0.9987686276435852
POSITIVE,0.9997405409812927
POSITIVE,0.9997654557228088
POSITIVE,0.990053653717041
POSITIVE,0.993245542049408
NEGATIVE,0.8229906558990479
POSITIVE,0.934317409992218
NEGATIVE,0.9424290657043457
NEGATIVE,0.9933053851127625
POSITIVE,0.9981862902641296
POSITIVE,0.9997788071632385
POSITIVE,0.99985671043396
POSITIVE,0.9953024387359619
NEGATIVE,0.9931747317314148
NEGATIVE,0.9966296553611755
POSITIVE,0.9998620748519897
POSITIVE,0.9949594736099243
POSITIVE,0.9996508359909058
NEGATIVE,0.9997615218162537
NEGATIVE,0.9986928105354309
POSITIVE,0.9995846152305603
POSITIVE,0.9996862411499023
POSITIVE,0.9997784495353699
POSITIVE,0.9994875192642212
POSITIVE,0.9873161315917969
NEGATIVE,0.9987655878067017
NEGATIVE,0.99683678150177
POSITIVE,0.9985015392303467
NEGATIVE,0.9998224377632141
NEGATIVE,0.9979702830314636
NEGATIVE,0.9991644620895386
POSITIVE,0.9920978546142578
NEGATIVE,0.9665864109992981
NEGATIVE,0.9997639060020447
POSITIVE,0.9495792984962463
NEGATIVE,0.9970759153366089
NEGATIVE,0.999508261680603
NEGATIVE,0.9862288236618042
POSITIVE,0.9969402551651001
NEGATIVE,0.9991567134857178
NEGATIVE,0.9957901835441589
POSITIVE,0.999638557434082
NEGATIVE,0.9986211061477661
POSITIVE,0.9995788931846619
NEGATIVE,0.7152597308158875
NEGATIVE,0.9995185136795044
NEGATIVE,0.7736327052116394
NEGATIVE,0.9648592472076416
NEGATIVE,0.9768169522285461
NEGATIVE,0.9988937973976135
NEGATIVE,0.9928769469261169
POSITIVE,0.9997604489326477
POSITIVE,0.9997950196266174
POSITIVE,0.9551714658737183
POSITIVE,0.9997907280921936
NEGATIVE,0.9802281260490417
POSITIVE,0.9742643237113953
POSITIVE,0.9909959435462952
NEGATIVE,0.9952418804168701
POSITIVE,0.9880205988883972
POSITIVE,0.9958254098892212
NEGATIVE,0.9955058097839355
NEGATIVE,0.9994887113571167
POSITIVE,0.9996090531349182
NEGATIVE,0.9997310042381287
NEGATIVE,0.9945763349533081
NEGATIVE,0.9954858422279358
NEGATIVE,0.9992382526397705
POSITIVE,0.9831416606903076
POSITIVE,0.9979361295700073
POSITIVE,0.9997410178184509
POSITIVE,0.993212103843689
NEGATIVE,0.9992081522941589
NEGATIVE,0.747856855392456
POSITIVE,0.99920254945755
POSITIVE,0.9848284125328064
NEGATIVE,0.9898502826690674
NEGATIVE,0.9342754483222961
NEGATIVE,0.9911782145500183
POSITIVE,0.7535623908042908
NEGATIVE,0.9990397095680237
NEGATIVE,0.9965851306915283
NEGATIVE,0.9875150918960571
POSITIVE,0.6769899725914001
NEGATIVE,0.9995444416999817
NEGATIVE,0.9998220801353455
POSITIVE,0.9995604157447815
NEGATIVE,0.9970477223396301
POSITIVE,0.9968131184577942
NEGATIVE,0.8798845410346985
NEGATIVE,0.9997991919517517
POSITIVE,0.999824583530426
NEGATIVE,0.9983088970184326
POSITIVE,0.9975664615631104
POSITIVE,0.9982799291610718
NEGATIVE,0.9958542585372925
POSITIVE,0.9871578812599182
NEGATIVE,0.9916800856590271
NEGATIVE,0.9972793459892273
POSITIVE,0.9995636343955994
POSITIVE,0.9278588891029358
NEGATIVE,0.9993250370025635
NEGATIVE,0.9993088245391846
POSITIVE,0.9683922529220581
POSITIVE,0.9991104006767273
NEGATIVE,0.9923588633537292
POSITIVE,0.9974199533462524
POSITIVE,0.6507924795150757
NEGATIVE,0.9994841814041138
POSITIVE,0.9993956089019775
NEGATIVE,0.9967663288116455
POSITIVE,0.9997671246528625
POSITIVE,0.9995483756065369
NEGATIVE,0.9996237754821777
NEGATIVE,0.999086856842041
POSITIVE,0.996626615524292
NEGATIVE,0.9998031258583069
POSITIVE,0.9769768118858337
POSITIVE,0.9200131297111511
POSITIVE,0.9995611310005188
POSITIVE,0.9996492862701416
POSITIVE,0.9979525804519653
NEGATIVE,0.9256714582443237
POSITIVE,0.9997894167900085
NEGATIVE,0.998738706111908
NEGATIVE,0.9907944798469543
POSITIVE,0.9993708729743958
NEGATIVE,0.9901815056800842
POSITIVE,0.8933821320533752
NEGATIVE,0.9993929862976074
NEGATIVE,0.9987975358963013
POSITIVE,0.9990014433860779
POSITIVE,0.9961087107658386
NEGATIVE,0.9905853867530823
POSITIVE,0.9672708511352539
NEGATIVE,0.9987770915031433
POSITIVE,0.9898971319198608
NEGATIVE,0.9987192153930664
NEGATIVE,0.9841922521591187
POSITIVE,0.9992406368255615
POSITIVE,0.9997518658638
NEGATIVE,0.9810248613357544
NEGATIVE,0.8257273435592651
POSITIVE,0.9763731956481934
POSITIVE,0.9904329776763916
NEGATIVE,0.992408275604248
POSITIVE,0.9897233247756958
POSITIVE,0.999679446220398
POSITIVE,0.9969454407691956
NEGATIVE,0.9998109936714172
NEGATIVE,0.9997177720069885
NEGATIVE,0.984805166721344
NEGATIVE,0.9997840523719788
NEGATIVE,0.9988344311714172
POSITIVE,0.9912648797035217
POSITIVE,0.9998130202293396
POSITIVE,0.9969860911369324
NEGATIVE,0.9989010095596313
POSITIVE,0.9997380375862122
NEGATIVE,0.9985060691833496
NEGATIVE,0.6200982332229614
NEGATIVE,0.9891111254692078
POSITIVE,0.9994526505470276
NEGATIVE,0.9880366325378418
POSITIVE,0.99824059009552
POSITIVE,0.9998669624328613
POSITIVE,0.9981139898300171
NEGATIVE,0.9976034760475159
POSITIVE,0.9992788434028625
POSITIVE,0.9986904263496399
NEGATIVE,0.9976544976234436
POSITIVE,0.9996880292892456
NEGATIVE,0.9988498687744141
POSITIVE,0.9991433620452881
NEGATIVE,0.998806357383728
POSITIVE,0.9943965673446655
NEGATIVE,0.9835667610168457
POSITIVE,0.9992833733558655
POSITIVE,0.9994761347770691
POSITIVE,0.9788464307785034
NEGATIVE,0.999355137348175
POSITIVE,0.9980851411819458
NEGATIVE,0.9995949864387512
NEGATIVE,0.9935030341148376
POSITIVE,0.9951091408729553
NEGATIVE,0.9947668313980103
POSITIVE,0.9964619278907776
POSITIVE,0.8756346702575684
NEGATIVE,0.9996967315673828
NEGATIVE,0.7139784693717957
POSITIVE,0.9997239708900452
NEGATIVE,0.9975847005844116
NEGATIVE,0.9968482851982117
POSITIVE,0.9995768666267395
POSITIVE,0.9971152544021606
POSITIVE,0.9890068769454956
NEGATIVE,0.9997509121894836
NEGATIVE,0.9991069436073303
POSITIVE,0.7086887955665588
POSITIVE,0.8445790410041809
NEGATIVE,0.9839643239974976
POSITIVE,0.9974398612976074
NEGATIVE,0.9986916184425354
POSITIVE,0.99986732006073
NEGATIVE,0.999213695526123
POSITIVE,0.5042703151702881
POSITIVE,0.9998364448547363
NEGATIVE,0.999788224697113
NEGATIVE,0.9990450739860535
POSITIVE,0.9998691082000732
NEGATIVE,0.8893278241157532
POSITIVE,0.9997674822807312
POSITIVE,0.9988262057304382
NEGATIVE,0.9958930015563965
NEGATIVE,0.9953311085700989
NEGATIVE,0.9973709583282471
POSITIVE,0.9996213912963867
NEGATIVE,0.9996322393417358
POSITIVE,0.9980296492576599
POSITIVE,0.9902305006980896
NEGATIVE,0.9997498393058777
POSITIVE,0.9998152852058411
NEGATIVE,0.9962311387062073
NEGATIVE,0.9923436045646667
POSITIVE,0.9947852492332458
NEGATIVE,0.9993005990982056
NEGATIVE,0.9996976852416992
NEGATIVE,0.9991979002952576
NEGATIVE,0.9904947280883789
POSITIVE,0.991028368473053
POSITIVE,0.9149190187454224
POSITIVE,0.7909032106399536
POSITIVE,0.9770486950874329
POSITIVE,0.9913541674613953
POSITIVE,0.9993038177490234
NEGATIVE,0.999333918094635
NEGATIVE,0.999788224697113
POSITIVE,0.9997404217720032
POSITIVE,0.9831006526947021
POSITIVE,0.9940992593765259
NEGATIVE,0.9722050428390503
NEGATIVE,0.9987075328826904
POSITIVE,0.9995017051696777
POSITIVE,0.9985421895980835
POSITIVE,0.9995111227035522
POSITIVE,0.997256338596344
NEGATIVE,0.9996602535247803
POSITIVE,0.9982537627220154
POSITIVE,0.9997039437294006
POSITIVE,0.9912135004997253
NEGATIVE,0.9942818880081177
NEGATIVE,0.9997492432594299
POSITIVE,0.9995612502098083
NEGATIVE,0.9969648718833923
NEGATIVE,0.9997755885124207
NEGATIVE,0.9996291399002075
POSITIVE,0.9970102310180664
NEGATIVE,0.9790761470794678
NEGATIVE,0.9989262223243713
POSITIVE,0.9931735396385193
NEGATIVE,0.9880608320236206
NEGATIVE,0.9931280612945557
POSITIVE,0.9962711334228516
NEGATIVE,0.993198573589325
POSITIVE,0.9993430972099304
POSITIVE,0.7413731217384338
POSITIVE,0.9990671277046204
NEGATIVE,0.9912069439888
POSITIVE,0.9996871948242188
POSITIVE,0.9939153790473938
POSITIVE,0.994873583316803
POSITIVE,0.9995357990264893
NEGATIVE,0.9988380074501038
NEGATIVE,0.9996623992919922
POSITIVE,0.992798924446106
NEGATIVE,0.9993095397949219
NEGATIVE,0.9934241771697998
NEGATIVE,0.9416553974151611
POSITIVE,0.9998829364776611
POSITIVE,0.9986131191253662
NEGATIVE,0.999363362789154
POSITIVE,0.9997010827064514
POSITIVE,0.9857355952262878
POSITIVE,0.9575785994529724
POSITIVE,0.9998258948326111
NEGATIVE,0.9997757077217102
NEGATIVE,0.8672997355461121
POSITIVE,0.9998553991317749
NEGATIVE,0.9951626062393188
POSITIVE,0.9976859092712402
POSITIVE,0.9889735579490662
NEGATIVE,0.9989894032478333
POSITIVE,0.9953095316886902
NEGATIVE,0.9942607879638672
NEGATIVE,0.9853731989860535
NEGATIVE,0.9987180233001709
POSITIVE,0.996624231338501
NEGATIVE,0.9992465972900391
POSITIVE,0.9959885478019714
NEGATIVE,0.9988152980804443
POSITIVE,0.9498589634895325
POSITIVE,0.9938600063323975
POSITIVE,0.9971758127212524
POSITIVE,0.9967308044433594
POSITIVE,0.9979755282402039
POSITIVE,0.7993570566177368
POSITIVE,0.9989036321640015
NEGATIVE,0.9713248610496521
POSITIVE,0.9976050853729248
POSITIVE,0.9989718198776245
POSITIVE,0.9998016953468323
POSITIVE,0.9973021745681763
POSITIVE,0.9978755712509155
POSITIVE,0.947529673576355
POSITIVE,0.99944669008255
POSITIVE,0.9997976422309875
NEGATIVE,0.9997653365135193
NEGATIVE,0.9949774146080017
NEGATIVE,0.9997135996818542
NEGATIVE,0.9990211725234985
POSITIVE,0.9997144341468811
NEGATIVE,0.9991266131401062
NEGATIVE,0.9878097772598267
NEGATIVE,0.9967447519302368
NEGATIVE,0.8678208589553833
NEGATIVE,0.9385287165641785
NEGATIVE,0.745286226272583
NEGATIVE,0.9985544085502625
POSITIVE,0.9943270087242126
POSITIVE,0.9824349284172058
NEGATIVE,0.9494760036468506
POSITIVE,0.9184706211090088
NEGATIVE,0.9995037317276001
POSITIVE,0.999336302280426
NEGATIVE,0.9978700876235962
POSITIVE,0.890941858291626
POSITIVE,0.9953044652938843
POSITIVE,0.9204350709915161
POSITIVE,0.9905994534492493
NEGATIVE,0.9993410706520081
NEGATIVE,0.9991483688354492
NEGATIVE,0.998273491859436
POSITIVE,0.9994935989379883
NEGATIVE,0.9991051554679871
NEGATIVE,0.9971756935119629
POSITIVE,0.999312162399292
POSITIVE,0.9994103908538818
NEGATIVE,0.9993491768836975
POSITIVE,0.9997572302818298
NEGATIVE,0.9944306015968323
NEGATIVE,0.9939460158348083
POSITIVE,0.999350368976593
POSITIVE,0.8491785526275635
POSITIVE,0.8324360847473145
NEGATIVE,0.9968223571777344
POSITIVE,0.988908588886261
NEGATIVE,0.9379753470420837
POSITIVE,0.9998493194580078
NEGATIVE,0.9995570778846741
NEGATIVE,0.9925549626350403
NEGATIVE,0.9956385493278503
NEGATIVE,0.999470055103302
NEGATIVE,0.9993059635162354
NEGATIVE,0.9066603183746338
POSITIVE,0.99720299243927
POSITIVE,0.9982605576515198
NEGATIVE,0.999272882938385
POSITIVE,0.9514429569244385
POSITIVE,0.9942635893821716
NEGATIVE,0.996736466884613
POSITIVE,0.9913716316223145
NEGATIVE,0.9994454979896545
NEGATIVE,0.9970806241035461
NEGATIVE,0.9995762705802917
NEGATIVE,0.9978669285774231
NEGATIVE,0.9990187883377075
NEGATIVE,0.9984577894210815
POSITIVE,0.9978464841842651
POSITIVE,0.9991737008094788
NEGATIVE,0.9961336851119995
POSITIVE,0.9916583895683289
NEGATIVE,0.9970378875732422
NEGATIVE,0.9992969036102295
POSITIVE,0.999691367149353
POSITIVE,0.9996358156204224
NEGATIVE,0.999711811542511
NEGATIVE,0.995790421962738
POSITIVE,0.9997544884681702
NEGATIVE,0.9996508359909058
NEGATIVE,0.999745786190033
NEGATIVE,0.9975236058235168
NEGATIVE,0.9862838983535767
NEGATIVE,0.9975236058235168
NEGATIVE,0.9987461566925049
POSITIVE,0.7440435886383057
NEGATIVE,0.9914379715919495
NEGATIVE,0.9478446245193481
NEGATIVE,0.9973970651626587
NEGATIVE,0.9991171956062317
NEGATIVE,0.9639040231704712
NEGATIVE,0.9981707334518433
NEGATIVE,0.9923468828201294
NEGATIVE,0.9975724816322327
POSITIVE,0.6400965452194214
NEGATIVE,0.9914041757583618
POSITIVE,0.9951989054679871
NEGATIVE,0.9992992877960205
POSITIVE,0.9982312321662903
NEGATIVE,0.9916736483573914
POSITIVE,0.9998316764831543
NEGATIVE,0.9993032217025757
POSITIVE,0.9995380640029907
NEGATIVE,0.9963399171829224
POSITIVE,0.8756043314933777
NEGATIVE,0.998968243598938
NEGATIVE,0.9996702671051025
POSITIVE,0.9998031258583069
POSITIVE,0.9995144605636597
POSITIVE,0.9957889914512634
NEGATIVE,0.9997323155403137
POSITIVE,0.9998780488967896
NEGATIVE,0.9947469830513
POSITIVE,0.9779877662658691
NEGATIVE,0.9917765855789185
POSITIVE,0.9996613264083862
NEGATIVE,0.9995483756065369
NEGATIVE,0.9996649026870728
NEGATIVE,0.999226450920105
POSITIVE,0.997060239315033
NEGATIVE,0.9857980608940125
NEGATIVE,0.9970388412475586
NEGATIVE,0.9983708262443542
POSITIVE,0.999202311038971
POSITIVE,0.9994121789932251
NEGATIVE,0.9964233040809631
NEGATIVE,0.9204810261726379
POSITIVE,0.9997890591621399
POSITIVE,0.9994056224822998
POSITIVE,0.9998072981834412
NEGATIVE,0.9994857311248779
NEGATIVE,0.9997010231018066
POSITIVE,0.9959045052528381
POSITIVE,0.705455482006073
NEGATIVE,0.9997642636299133
NEGATIVE,0.737175464630127
POSITIVE,0.9703687429428101
POSITIVE,0.9996508359909058
POSITIVE,0.9905457496643066
POSITIVE,0.9993565678596497
POSITIVE,0.9821126461029053
NEGATIVE,0.9997572302818298
POSITIVE,0.999537467956543
NEGATIVE,0.9980548620223999
NEGATIVE,0.9990360736846924
NEGATIVE,0.9988387227058411
NEGATIVE,0.9996067881584167
POSITIVE,0.998796820640564
POSITIVE,0.9931855201721191
NEGATIVE,0.851284384727478
POSITIVE,0.999734103679657
POSITIVE,0.999788224697113
POSITIVE,0.996845543384552
POSITIVE,0.8088697195053101
POSITIVE,0.8076050281524658
POSITIVE,0.9938086867332458
NEGATIVE,0.8360560536384583
POSITIVE,0.9972202777862549
POSITIVE,0.9994930028915405
POSITIVE,0.997704803943634
NEGATIVE,0.9994489550590515
NEGATIVE,0.9451654553413391
NEGATIVE,0.9973506927490234
NEGATIVE,0.9904730916023254
POSITIVE,0.9837104082107544
POSITIVE,0.9977825284004211
NEGATIVE,0.9997773766517639
POSITIVE,0.9998714923858643
POSITIVE,0.9983384609222412
NEGATIVE,0.994572103023529
POSITIVE,0.9997538924217224
POSITIVE,0.8397465944290161
NEGATIVE,0.7516366243362427
NEGATIVE,0.992615818977356
NEGATIVE,0.6677227020263672
NEGATIVE,0.9987444877624512
NEGATIVE,0.9865843653678894
NEGATIVE,0.9992761015892029
NEGATIVE,0.9967814683914185
POSITIVE,0.9997627139091492
NEGATIVE,0.9801479578018188
NEGATIVE,0.9995554089546204
NEGATIVE,0.9993638396263123
POSITIVE,0.9996600151062012
POSITIVE,0.9984087347984314
POSITIVE,0.999685525894165
POSITIVE,0.9957835674285889
POSITIVE,0.9977967739105225
NEGATIVE,0.9996719360351562
NEGATIVE,0.9980772733688354
POSITIVE,0.9994328618049622
POSITIVE,0.9994440674781799
NEGATIVE,0.9980239868164062
POSITIVE,0.9798418283462524
NEGATIVE,0.9991875290870667
NEGATIVE,0.9997369647026062
NEGATIVE,0.9976454377174377
NEGATIVE,0.9992339611053467
NEGATIVE,0.995997428894043
NEGATIVE,0.9372429251670837
NEGATIVE,0.999739944934845
NEGATIVE,0.9848530292510986
POSITIVE,0.5181517004966736
POSITIVE,0.9964388608932495
POSITIVE,0.9980334639549255
POSITIVE,0.8381447792053223
NEGATIVE,0.9995935559272766
NEGATIVE,0.9989058971405029
NEGATIVE,0.9992883801460266
POSITIVE,0.8326961994171143
POSITIVE,0.9997596144676208
POSITIVE,0.9995715022087097
NEGATIVE,0.9788040518760681
NEGATIVE,0.9996417760848999
NEGATIVE,0.9996826648712158
NEGATIVE,0.9974156618118286
POSITIVE,0.9951680898666382
NEGATIVE,0.9816593527793884
NEGATIVE,0.6144270896911621
NEGATIVE,0.9997223019599915
POSITIVE,0.532534658908844
POSITIVE,0.999498724937439
NEGATIVE,0.9997227787971497
NEGATIVE,0.9998084902763367
POSITIVE,0.9941776990890503
POSITIVE,0.9994433522224426
POSITIVE,0.9988600015640259
NEGATIVE,0.9995909333229065
NEGATIVE,0.9996880292892456
NEGATIVE,0.9995119571685791
POSITIVE,0.9998028874397278
POSITIVE,0.9997125267982483
POSITIVE,0.9186249375343323
NEGATIVE,0.9857725501060486
NEGATIVE,0.9997145533561707
NEGATIVE,0.9997546076774597
NEGATIVE,0.9974484443664551
NEGATIVE,0.9962090253829956
NEGATIVE,0.9710219502449036
POSITIVE,0.9964432120323181
NEGATIVE,0.9379960894584656
POSITIVE,0.8665180802345276
POSITIVE,0.9994239807128906
NEGATIVE,0.9993502497673035
POSITIVE,0.9776759147644043
NEGATIVE,0.9992146492004395
NEGATIVE,0.9996126294136047
NEGATIVE,0.8927610516548157
POSITIVE,0.9962976574897766
POSITIVE,0.9988253712654114
NEGATIVE,0.9931941032409668
NEGATIVE,0.9985030889511108
NEGATIVE,0.9988669157028198
NEGATIVE,0.9996775388717651
POSITIVE,0.9974714517593384
NEGATIVE,0.9948893785476685
NEGATIVE,0.9995111227035522
NEGATIVE,0.9842624664306641
POSITIVE,0.9991403818130493
POSITIVE,0.9996366500854492
POSITIVE,0.9987327456474304
NEGATIVE,0.9991137385368347
NEGATIVE,0.9869806170463562
POSITIVE,0.9995976090431213
POSITIVE,0.971255898475647
POSITIVE,0.9376765489578247
POSITIVE,0.6096444129943848
POSITIVE,0.7899870872497559
POSITIVE,0.9997135996818542
NEGATIVE,0.9997954964637756
NEGATIVE,0.996393620967865
POSITIVE,0.9981740713119507
POSITIVE,0.9991827607154846
POSITIVE,0.9997078776359558
POSITIVE,0.9991752505302429
POSITIVE,0.9929633736610413
POSITIVE,0.7646195888519287
POSITIVE,0.9997387528419495
NEGATIVE,0.9953989386558533
NEGATIVE,0.9996825456619263
NEGATIVE,0.997962474822998
POSITIVE,0.9996408224105835
POSITIVE,0.9993137121200562
NEGATIVE,0.9759073853492737
POSITIVE,0.9997718930244446
NEGATIVE,0.9982665181159973
POSITIVE,0.9991724491119385
NEGATIVE,0.9998137354850769
NEGATIVE,0.9995200634002686
POSITIVE,0.7270181179046631
POSITIVE,0.9997746348381042
NEGATIVE,0.9997177720069885
NEGATIVE,0.9982995390892029
POSITIVE,0.9987646341323853
NEGATIVE,0.9995002746582031
POSITIVE,0.9996181726455688
POSITIVE,0.982275128364563
POSITIVE,0.9483830332756042
NEGATIVE,0.9992262125015259
POSITIVE,0.9957396984100342
NEGATIVE,0.9994379878044128
NEGATIVE,0.999652624130249
NEGATIVE,0.9985047578811646
POSITIVE,0.9995473027229309
POSITIVE,0.9991361498832703
NEGATIVE,0.991899847984314
NEGATIVE,0.9985812902450562
NEGATIVE,0.9651684165000916
NEGATIVE,0.99981290102005
